algorithm,n_nodes,c,seed,total_time,K,history
betweenness,200,1,3,0.1757,60.0,"[[200, 0.0], [100, 0.0292], [65, 0.0585], [61, 0.1171], [60, 0.1757], [60, 0.1757]]"
degree,200,1,3,0.0084,52.0,"[[200, 0.0], [100, 0.0008], [65, 0.0022], [57, 0.0037], [53, 0.0053], [52, 0.0084], [52, 0.0084]]"
degree_connected,200,1,3,0.0222,55.0,"[[200, 0.0], [100, 0.0051], [67, 0.0082], [58, 0.0119], [56, 0.0187], [55, 0.0222], [55, 0.0222]]"
degree_discount,200,1,3,0.0243,51.0,"[[200, 0.0], [100, 0.0042], [67, 0.008], [58, 0.0114], [54, 0.0157], [52, 0.0197], [51, 0.0243], [51, 0.0243]]"
degree_threshold,200,1,3,0.0177,21.0,"[[200, 0.0], [100, 0.0008], [50, 0.0019], [25, 0.0043], [21, 0.0124], [21, 0.0177]]"
goldberg_liu,200,1,3,360.2735,14.0,"[[200, 0.0], [109, 3.8105], [50, 26.4223], [44, 27.6939], [27, 27.9254], [22, 28.27], [17, 28.3561], [16, 28.4158], [15, 29.1466], [14, 73.5978], [14, 360.2735]]"
high_thetas,200,1,3,0.0159,28.0,"[[200, 0.0], [100, 0.0018], [50, 0.0031], [37, 0.0073], [31, 0.0096], [28, 0.0121], [28, 0.0159]]"
ns_binary_search,200,1,3,360.0255,16.0,"[[200, 0.0], [100, 0.0027], [50, 0.0043], [25, 0.0408], [21, 0.8278], [19, 0.9579], [18, 6.6607], [17, 8.017], [16, 106.872], [16, 360.0255]]"
betweenness,200,5,3,0.2099,68.0,"[[200, 0.0], [100, 0.0298], [68, 0.0601], [68, 0.2099]]"
degree,200,5,3,0.0077,68.0,"[[200, 0.0], [100, 0.0009], [68, 0.0023], [68, 0.0077]]"
degree_connected,200,5,3,0.0258,69.0,"[[200, 0.0], [100, 0.0053], [69, 0.0084], [69, 0.0258]]"
degree_discount,200,5,3,0.0221,62.0,"[[200, 0.0], [100, 0.0041], [62, 0.0077], [62, 0.0221]]"
degree_threshold,200,5,3,0.0107,37.0,"[[200, 0.0], [100, 0.0006], [50, 0.0019], [38, 0.0043], [37, 0.0107], [37, 0.0107]]"
goldberg_liu,200,5,3,360.3442,17.0,"[[200, 0.0], [112, 3.8185], [95, 27.7412], [68, 27.8984], [59, 28.0526], [57, 28.2069], [52, 28.3037], [23, 28.4002], [21, 28.4266], [20, 28.5464], [19, 30.315], [18, 215.1983], [17, 293.9391], [17, 360.3442]]"
high_thetas,200,5,3,0.0141,29.0,"[[200, 0.0], [100, 0.0017], [50, 0.0031], [37, 0.0068], [31, 0.0097], [29, 0.0141], [29, 0.0141]]"
ns_binary_search,200,5,3,360.06,16.0,"[[200, 0.0], [100, 0.0037], [50, 0.0061], [25, 0.1142], [21, 0.9254], [19, 1.6442], [18, 13.8356], [17, 17.9969], [16, 33.2547], [16, 360.06]]"
betweenness,200,10,3,0.0898,104.0,"[[200, 0.0], [104, 0.0301], [104, 0.0898]]"
degree,200,10,3,0.0028,110.0,"[[200, 0.0], [113, 0.0007], [110, 0.0014], [110, 0.0028]]"
degree_connected,200,10,3,0.0271,113.0,"[[200, 0.0], [113, 0.0051], [113, 0.0271]]"
degree_discount,200,10,3,0.0158,106.0,"[[200, 0.0], [106, 0.0042], [106, 0.0158]]"
degree_threshold,200,10,3,0.0012,102.0,"[[200, 0.0], [102, 0.0006], [102, 0.0012]]"
goldberg_liu,200,10,3,360.2855,21.0,"[[200, 0.0], [113, 3.8267], [104, 28.5729], [81, 28.7464], [65, 28.852], [43, 28.9301], [41, 29.0015], [28, 29.0633], [27, 29.1318], [26, 29.2674], [25, 29.6383], [24, 29.6978], [23, 39.3012], [22, 103.0343], [21, 359.2269], [21, 360.2855]]"
high_thetas,200,10,3,0.0126,35.0,"[[200, 0.0], [100, 0.0017], [50, 0.0031], [37, 0.0064], [35, 0.0126], [35, 0.0126]]"
ns_binary_search,200,10,3,360.0074,21.0,"[[200, 0.0], [100, 0.0036], [50, 0.0052], [25, 1.0984], [23, 16.1699], [22, 48.0239], [21, 211.0555], [21, 360.0073]]"
betweenness,200,20,3,0.1497,110.0,"[[200, 0.0], [110, 0.0304], [110, 0.1497]]"
degree,200,20,3,0.0034,113.0,"[[200, 0.0], [113, 0.0007], [113, 0.0034]]"
degree_connected,200,20,3,0.0272,113.0,"[[200, 0.0], [113, 0.0051], [113, 0.0272]]"
degree_discount,200,20,3,0.0226,121.0,"[[200, 0.0], [123, 0.0039], [121, 0.0074], [121, 0.0226]]"
degree_threshold,200,20,3,0.0019,104.0,"[[200, 0.0], [104, 0.0007], [104, 0.0019]]"
goldberg_liu,200,20,3,360.3437,32.0,"[[200, 0.0], [122, 3.8183], [102, 33.2298], [59, 33.4661], [54, 33.6685], [53, 33.8221], [50, 33.9309], [40, 34.0654], [37, 34.175], [35, 34.5309], [34, 35.396], [33, 35.6143], [32, 134.2058], [32, 360.3437]]"
high_thetas,200,20,3,0.0045,52.0,"[[200, 0.0], [100, 0.0018], [52, 0.0031], [52, 0.0045]]"
ns_binary_search,200,20,3,360.0079,32.0,"[[200, 0.0], [100, 0.0028], [50, 1.0987], [34, 32.2061], [32, 133.1714], [32, 360.0079]]"
betweenness,400,1,3,1.0511,51.0,"[[400, 0.0], [200, 0.1275], [100, 0.2566], [75, 0.5178], [62, 0.6492], [56, 0.7828], [53, 0.9164], [51, 1.0511], [51, 1.0511]]"
degree,400,1,3,0.0407,63.0,"[[400, 0.0], [200, 0.0017], [100, 0.0054], [86, 0.0125], [68, 0.0183], [63, 0.03], [63, 0.0407]]"
degree_connected,400,1,3,0.1056,69.0,"[[400, 0.0], [200, 0.0284], [100, 0.0413], [86, 0.0515], [77, 0.0726], [72, 0.0837], [70, 0.0947], [69, 0.1056], [69, 0.1056]]"
degree_discount,400,1,3,0.0973,69.0,"[[400, 0.0], [200, 0.0115], [100, 0.022], [83, 0.0368], [74, 0.061], [70, 0.0734], [69, 0.0973], [69, 0.0973]]"
degree_threshold,400,1,3,0.0576,27.0,"[[400, 0.0], [200, 0.0016], [100, 0.004], [50, 0.0083], [37, 0.0191], [31, 0.0284], [28, 0.0397], [27, 0.0576], [27, 0.0576]]"
goldberg_liu,400,1,3,721.2151,26.0,"[[400, 0.0], [206, 30.3105], [90, 434.7521], [38, 436.6193], [37, 438.1519], [31, 438.8446], [29, 440.2027], [28, 441.0572], [27, 443.4959], [26, 712.5633], [26, 721.2151]]"
high_thetas,400,1,3,0.0591,40.0,"[[400, 0.0], [200, 0.0045], [100, 0.008], [50, 0.0135], [43, 0.0311], [40, 0.0415], [40, 0.0591]]"
ns_binary_search,400,1,3,720.0161,19.0,"[[400, 0.0], [200, 0.0053], [100, 0.0089], [50, 0.0144], [25, 8.0258], [21, 23.878], [19, 108.8178], [19, 720.0161]]"
betweenness,400,5,3,1.1669,77.0,"[[400, 0.0], [200, 0.1289], [100, 0.2566], [87, 0.6445], [81, 0.7748], [78, 0.9057], [77, 1.1669], [77, 1.1669]]"
degree,400,5,3,0.0157,104.0,"[[400, 0.0], [200, 0.0018], [112, 0.0052], [106, 0.0086], [104, 0.0157], [104, 0.0157]]"
degree_connected,400,5,3,0.1242,98.0,"[[400, 0.0], [200, 0.0285], [100, 0.0415], [99, 0.0737], [98, 0.1242], [98, 0.1242]]"
degree_discount,400,5,3,0.0628,107.0,"[[400, 0.0], [200, 0.0117], [127, 0.0209], [113, 0.032], [109, 0.0519], [107, 0.0628], [107, 0.0628]]"
degree_threshold,400,5,3,0.035,47.0,"[[400, 0.0], [200, 0.0016], [100, 0.0041], [50, 0.0087], [49, 0.0188], [47, 0.035], [47, 0.035]]"
goldberg_liu,400,5,3,721.5067,28.0,"[[400, 0.0], [207, 30.4032], [106, 354.588], [98, 370.6918], [39, 372.2992], [34, 374.9785], [33, 376.2605], [32, 377.5894], [30, 378.4084], [29, 380.2022], [28, 390.8389], [28, 721.5067]]"
high_thetas,400,5,3,0.0488,41.0,"[[400, 0.0], [200, 0.0045], [100, 0.008], [50, 0.0144], [43, 0.0316], [41, 0.0488], [41, 0.0488]]"
ns_binary_search,400,5,3,720.0088,22.0,"[[400, 0.0], [200, 0.0089], [100, 0.0126], [50, 0.0188], [25, 10.3903], [23, 192.523], [22, 257.126], [22, 720.0088]]"
betweenness,400,10,3,0.3808,203.0,"[[400, 0.0], [203, 0.1273], [203, 0.3808]]"
degree,400,10,3,0.0035,202.0,"[[400, 0.0], [202, 0.0017], [202, 0.0035]]"
degree_connected,400,10,3,0.057,202.0,"[[400, 0.0], [202, 0.0285], [202, 0.057]]"
degree_discount,400,10,3,0.0303,203.0,"[[400, 0.0], [203, 0.0103], [203, 0.0303]]"
degree_threshold,400,10,3,0.0061,102.0,"[[400, 0.0], [200, 0.0016], [102, 0.0039], [102, 0.0061]]"
goldberg_liu,400,10,3,724.1513,32.0,"[[400, 0.0], [209, 30.2385], [124, 418.7772], [49, 421.3458], [47, 423.4966], [35, 425.0053], [34, 427.9885], [33, 442.9916], [32, 446.3426], [32, 724.1513]]"
high_thetas,400,10,3,0.0463,42.0,"[[400, 0.0], [200, 0.0044], [100, 0.0079], [50, 0.0142], [43, 0.0265], [42, 0.0463], [42, 0.0463]]"
ns_binary_search,400,10,3,720.0169,28.0,"[[400, 0.0], [200, 0.0052], [100, 0.0087], [50, 0.015], [47, 73.6867], [36, 97.1128], [30, 116.0704], [29, 308.715], [28, 547.2014], [28, 720.0168]]"
betweenness,400,20,3,0.633,219.0,"[[400, 0.0], [222, 0.1271], [219, 0.2535], [219, 0.633]]"
degree,400,20,3,0.0063,206.0,"[[400, 0.0], [206, 0.0016], [206, 0.0063]]"
degree_connected,400,20,3,0.1155,206.0,"[[400, 0.0], [206, 0.0284], [206, 0.1155]]"
degree_discount,400,20,3,0.0545,209.0,"[[400, 0.0], [209, 0.0109], [209, 0.0545]]"
degree_threshold,400,20,3,0.0051,205.0,"[[400, 0.0], [205, 0.0014], [205, 0.0051]]"
goldberg_liu,400,20,3,722.9499,38.0,"[[400, 0.0], [216, 30.4626], [60, 665.1163], [59, 665.3435], [45, 678.2097], [41, 679.9372], [40, 682.6384], [39, 693.1034], [38, 694.542], [38, 722.9499]]"
high_thetas,400,20,3,0.0357,58.0,"[[400, 0.0], [200, 0.0045], [100, 0.008], [75, 0.0167], [62, 0.0228], [58, 0.0295], [58, 0.0357]]"
ns_binary_search,400,20,3,720.0205,39.0,"[[400, 0.0], [200, 0.0092], [100, 0.013], [50, 1.4377], [43, 352.6081], [40, 390.2087], [39, 611.8511], [39, 720.0205]]"
betweenness,600,1,3,0.5794,302.0,"[[600, 0.0], [302, 0.2894], [302, 0.5794]]"
degree,600,1,3,0.0059,302.0,"[[600, 0.0], [302, 0.003], [302, 0.0059]]"
degree_connected,600,1,3,0.1655,302.0,"[[600, 0.0], [302, 0.0826], [302, 0.1655]]"
degree_discount,600,1,3,0.0587,152.0,"[[600, 0.0], [300, 0.0227], [152, 0.0407], [152, 0.0587]]"
degree_threshold,600,1,3,0.0044,302.0,"[[600, 0.0], [302, 0.0022], [302, 0.0044]]"
goldberg_liu,600,1,3,1151.7537,317.0,"[[600, 0.0], [317, 109.6495], [317, 1151.7537]]"
high_thetas,600,1,3,0.1076,52.0,"[[600, 0.0], [300, 0.011], [150, 0.0183], [75, 0.0268], [56, 0.0434], [53, 0.0895], [52, 0.1076], [52, 0.1076]]"
ns_binary_search,600,1,3,1080.0295,28.0,"[[600, 0.0], [300, 0.0171], [150, 0.025], [75, 0.0339], [37, 34.1885], [32, 299.3918], [29, 544.262], [28, 845.655], [28, 1080.0295]]"
betweenness,600,5,3,0.5901,302.0,"[[600, 0.0], [302, 0.296], [302, 0.5901]]"
degree,600,5,3,0.0059,302.0,"[[600, 0.0], [302, 0.003], [302, 0.0059]]"
degree_connected,600,5,3,0.165,302.0,"[[600, 0.0], [302, 0.0823], [302, 0.165]]"
degree_discount,600,5,3,0.0618,152.0,"[[600, 0.0], [300, 0.0239], [152, 0.0428], [152, 0.0618]]"
degree_threshold,600,5,3,0.0041,302.0,"[[600, 0.0], [302, 0.0022], [302, 0.0041]]"
goldberg_liu,600,5,3,1099.4265,318.0,"[[600, 0.0], [318, 110.9437], [318, 1099.4265]]"
high_thetas,600,5,3,0.1035,49.0,"[[600, 0.0], [300, 0.0104], [150, 0.0175], [75, 0.0267], [56, 0.0461], [51, 0.0778], [49, 0.1035], [49, 0.1035]]"
ns_binary_search,600,5,3,1081.2363,28.0,"[[600, 0.0], [300, 0.0218], [150, 0.029], [75, 0.0391], [37, 61.9342], [32, 460.4525], [29, 592.4407], [28, 926.059], [28, 1081.2363]]"
betweenness,600,10,3,0.8747,303.0,"[[600, 0.0], [303, 0.2945], [303, 0.8747]]"
degree,600,10,3,0.0064,302.0,"[[600, 0.0], [302, 0.0032], [302, 0.0064]]"
degree_connected,600,10,3,0.2498,303.0,"[[600, 0.0], [303, 0.083], [303, 0.2498]]"
degree_discount,600,10,3,0.044,302.0,"[[600, 0.0], [302, 0.0228], [302, 0.044]]"
degree_threshold,600,10,3,0.0039,302.0,"[[600, 0.0], [302, 0.002], [302, 0.0039]]"
goldberg_liu,600,10,3,1139.1125,318.0,"[[600, 0.0], [318, 108.5541], [318, 1139.1125]]"
high_thetas,600,10,3,0.0884,53.0,"[[600, 0.0], [300, 0.0093], [150, 0.0164], [75, 0.0264], [56, 0.0449], [53, 0.0787], [53, 0.0884]]"
ns_binary_search,600,10,3,1080.0228,33.0,"[[600, 0.0], [300, 0.0158], [150, 0.0231], [75, 0.0331], [37, 76.0009], [34, 477.9435], [33, 1037.2792], [33, 1080.0228]]"
betweenness,600,20,3,1.1704,305.0,"[[600, 0.0], [305, 0.2972], [305, 1.1704]]"
degree,600,20,3,0.0119,306.0,"[[600, 0.0], [306, 0.003], [306, 0.0119]]"
degree_connected,600,20,3,0.5296,322.0,"[[600, 0.0], [322, 0.082], [322, 0.5296]]"
degree_discount,600,20,3,0.1074,310.0,"[[600, 0.0], [310, 0.0247], [310, 0.1074]]"
degree_threshold,600,20,3,0.0043,302.0,"[[600, 0.0], [302, 0.0024], [302, 0.0043]]"
goldberg_liu,600,20,3,1094.9116,321.0,"[[600, 0.0], [321, 109.278], [321, 1094.9116]]"
high_thetas,600,20,3,0.0774,66.0,"[[600, 0.0], [300, 0.0097], [150, 0.0172], [75, 0.0275], [70, 0.054], [67, 0.0649], [66, 0.0774], [66, 0.0774]]"
ns_binary_search,600,20,3,1080.0273,50.0,"[[600, 0.0], [300, 0.0199], [150, 0.0274], [75, 0.0379], [56, 164.2156], [51, 347.9544], [50, 714.3959], [50, 1080.0273]]"
betweenness,1000,1,3,8.6651,60.0,"[[1000, 0.0], [500, 0.8455], [250, 1.6943], [125, 2.5512], [62, 3.4483], [60, 7.788], [60, 8.6651]]"
degree,1000,1,3,0.3197,66.0,"[[1000, 0.0], [500, 0.0057], [250, 0.0157], [125, 0.0355], [93, 0.0999], [77, 0.1337], [69, 0.1795], [67, 0.2662], [66, 0.3197], [66, 0.3197]]"
degree_connected,1000,1,3,0.8784,65.0,"[[1000, 0.0], [500, 0.3359], [250, 0.4521], [125, 0.5064], [93, 0.6011], [77, 0.6571], [69, 0.7197], [65, 0.7875], [65, 0.8784]]"
degree_discount,1000,1,3,0.8313,64.0,"[[1000, 0.0], [500, 0.0542], [250, 0.0909], [125, 0.1354], [93, 0.2401], [77, 0.3187], [69, 0.4369], [65, 0.5742], [64, 0.8313], [64, 0.8313]]"
degree_threshold,1000,1,3,0.2356,48.0,"[[1000, 0.0], [500, 0.0051], [250, 0.0119], [125, 0.0235], [62, 0.0508], [54, 0.1155], [50, 0.16], [48, 0.2138], [48, 0.2356]]"
goldberg_liu,1000,1,3,,,null
high_thetas,1000,1,3,0.2445,80.0,"[[1000, 0.0], [500, 0.0221], [250, 0.0379], [125, 0.0542], [93, 0.0943], [85, 0.1388], [81, 0.1775], [80, 0.2445], [80, 0.2445]]"
ns_binary_search,1000,1,3,1804.2026,42.0,"[[1000, 0.0], [500, 0.0224], [250, 0.0382], [125, 0.0535], [62, 8.6768], [46, 591.7634], [44, 1368.797], [43, 1687.3669], [42, 1717.5651], [42, 1804.2026]]"
betweenness,1000,5,3,2.5293,503.0,"[[1000, 0.0], [503, 0.8494], [503, 2.5292]]"
degree,1000,5,3,0.0161,503.0,"[[1000, 0.0], [503, 0.0054], [503, 0.0161]]"
degree_connected,1000,5,3,1.01,503.0,"[[1000, 0.0], [503, 0.336], [503, 1.01]]"
degree_discount,1000,5,3,0.1017,502.0,"[[1000, 0.0], [502, 0.051], [502, 0.1017]]"
degree_threshold,1000,5,3,0.0093,502.0,"[[1000, 0.0], [502, 0.0047], [502, 0.0093]]"
goldberg_liu,1000,5,3,,,null
high_thetas,1000,5,3,0.2582,78.0,"[[1000, 0.0], [500, 0.0225], [250, 0.0387], [125, 0.0543], [93, 0.0861], [85, 0.1393], [81, 0.1805], [79, 0.2182], [78, 0.2582], [78, 0.2582]]"
ns_binary_search,1000,5,3,1800.0429,44.0,"[[1000, 0.0], [500, 0.0223], [250, 0.0383], [125, 0.0537], [62, 60.9071], [46, 548.1956], [44, 1174.2432], [44, 1800.0428]]"
betweenness,1000,10,3,2.5392,504.0,"[[1000, 0.0], [504, 0.8399], [504, 2.5392]]"
degree,1000,10,3,0.0197,505.0,"[[1000, 0.0], [505, 0.005], [505, 0.0197]]"
degree_connected,1000,10,3,1.3516,505.0,"[[1000, 0.0], [505, 0.3353], [505, 1.3516]]"
degree_discount,1000,10,3,0.1955,505.0,"[[1000, 0.0], [505, 0.0485], [505, 0.1955]]"
degree_threshold,1000,10,3,0.0093,502.0,"[[1000, 0.0], [502, 0.0047], [502, 0.0093]]"
goldberg_liu,1000,10,3,,,null
high_thetas,1000,10,3,0.2164,82.0,"[[1000, 0.0], [500, 0.0224], [250, 0.0384], [125, 0.054], [93, 0.0868], [85, 0.1316], [83, 0.1803], [82, 0.2164], [82, 0.2164]]"
ns_binary_search,1000,10,3,1800.0568,62.0,"[[1000, 0.0], [500, 0.0226], [250, 0.0388], [125, 0.0545], [65, 257.312], [63, 675.795], [62, 805.6633], [62, 1800.0567]]"
betweenness,1000,20,3,4.2356,509.0,"[[1000, 0.0], [509, 0.8526], [509, 4.2356]]"
degree,1000,20,3,0.0241,509.0,"[[1000, 0.0], [509, 0.0049], [509, 0.0241]]"
degree_connected,1000,20,3,1.7078,509.0,"[[1000, 0.0], [509, 0.3373], [509, 1.7078]]"
degree_discount,1000,20,3,0.2019,507.0,"[[1000, 0.0], [507, 0.0483], [507, 0.2019]]"
degree_threshold,1000,20,3,0.0139,503.0,"[[1000, 0.0], [503, 0.0047], [503, 0.0139]]"
goldberg_liu,1000,20,3,,,null
high_thetas,1000,20,3,0.0712,127.0,"[[1000, 0.0], [500, 0.0225], [250, 0.0382], [127, 0.0545], [127, 0.0712]]"
ns_binary_search,1000,20,3,1800.0626,66.0,"[[1000, 0.0], [500, 0.0224], [250, 0.038], [125, 46.0318], [69, 296.6763], [68, 797.8689], [66, 1192.8756], [66, 1800.0626]]"
betweenness,2000,1,3,14.0253,1008.0,"[[2000, 0.0], [1008, 3.5057], [1008, 14.0253]]"
degree,2000,1,3,0.0574,1011.0,"[[2000, 0.0], [1011, 0.0102], [1011, 0.0574]]"
degree_connected,2000,1,3,9.817,1008.0,"[[2000, 0.0], [1008, 2.4388], [1008, 9.817]]"
degree_discount,2000,1,3,0.7032,515.0,"[[2000, 0.0], [1000, 0.1904], [515, 0.2911], [515, 0.7032]]"
degree_threshold,2000,1,3,0.1437,261.0,"[[2000, 0.0], [1000, 0.0128], [500, 0.0337], [261, 0.0565], [261, 0.1437]]"
goldberg_liu,2000,1,3,,,null
high_thetas,2000,1,3,0.7998,145.0,"[[2000, 0.0], [1000, 0.0917], [500, 0.1469], [250, 0.1883], [187, 0.2797], [156, 0.3466], [148, 0.4862], [146, 0.6712], [145, 0.7998], [145, 0.7998]]"
ns_binary_search,2000,1,3,3600.2704,86.0,"[[2000, 0.0], [1000, 0.0937], [500, 0.15], [250, 0.1922], [125, 13.697], [93, 853.2303], [89, 2352.1524], [87, 2827.8994], [86, 3592.9927], [86, 3600.2704]]"
betweenness,2000,5,3,17.6007,1010.0,"[[2000, 0.0], [1010, 3.518], [1010, 17.6007]]"
degree,2000,5,3,0.0538,1012.0,"[[2000, 0.0], [1012, 0.0101], [1012, 0.0538]]"
degree_connected,2000,5,3,12.2873,1010.0,"[[2000, 0.0], [1010, 2.434], [1010, 12.2873]]"
degree_discount,2000,5,3,0.8102,517.0,"[[2000, 0.0], [1000, 0.1944], [517, 0.2956], [517, 0.8102]]"
degree_threshold,2000,5,3,0.0242,1002.0,"[[2000, 0.0], [1002, 0.0122], [1002, 0.0242]]"
goldberg_liu,2000,5,3,,,null
high_thetas,2000,5,3,0.7123,147.0,"[[2000, 0.0], [1000, 0.0919], [500, 0.1464], [250, 0.1874], [187, 0.2845], [156, 0.362], [148, 0.5005], [147, 0.7123], [147, 0.7123]]"
ns_binary_search,2000,5,3,3600.3282,101.0,"[[2000, 0.0], [1000, 0.0935], [500, 0.1491], [250, 0.1904], [125, 13.4714], [101, 1058.9837], [101, 3600.3281]]"
betweenness,2000,10,3,17.543,1010.0,"[[2000, 0.0], [1010, 3.5031], [1010, 17.543]]"
degree,2000,10,3,0.0505,1013.0,"[[2000, 0.0], [1013, 0.0101], [1013, 0.0505]]"
degree_connected,2000,10,3,12.3134,1012.0,"[[2000, 0.0], [1012, 2.4325], [1012, 12.3134]]"
degree_discount,2000,10,3,0.7587,1006.0,"[[2000, 0.0], [1006, 0.1902], [1006, 0.7586]]"
degree_threshold,2000,10,3,0.0448,1005.0,"[[2000, 0.0], [1005, 0.0113], [1005, 0.0448]]"
goldberg_liu,2000,10,3,,,null
high_thetas,2000,10,3,0.6196,152.0,"[[2000, 0.0], [1000, 0.0915], [500, 0.1458], [250, 0.1883], [187, 0.273], [156, 0.3539], [152, 0.5282], [152, 0.6196]]"
ns_binary_search,2000,10,3,3647.3927,129.0,"[[2000, 0.0], [1000, 0.0936], [500, 0.1493], [250, 0.1921], [129, 496.8598], [129, 3647.3927]]"
betweenness,2000,20,3,17.5844,1011.0,"[[2000, 0.0], [1011, 3.5102], [1011, 17.5844]]"
degree,2000,20,3,0.0507,1013.0,"[[2000, 0.0], [1013, 0.0101], [1013, 0.0507]]"
degree_connected,2000,20,3,12.3283,1012.0,"[[2000, 0.0], [1012, 2.435], [1012, 12.3283]]"
degree_discount,2000,20,3,0.9365,1010.0,"[[2000, 0.0], [1010, 0.19], [1010, 0.9365]]"
degree_threshold,2000,20,3,0.045,1006.0,"[[2000, 0.0], [1006, 0.0114], [1006, 0.045]]"
goldberg_liu,2000,20,3,,,null
high_thetas,2000,20,3,0.58,157.0,"[[2000, 0.0], [1000, 0.0902], [500, 0.145], [250, 0.1879], [187, 0.2634], [171, 0.3603], [163, 0.4273], [159, 0.5021], [157, 0.58], [157, 0.58]]"
ns_binary_search,2000,20,3,3600.2739,132.0,"[[2000, 0.0], [1000, 0.0924], [500, 0.1481], [250, 0.1919], [132, 450.4165], [132, 3600.2739]]"
